Open,High,Low,Close,Volume,SMA_5,SMA_20,Return,RSI_14,Target,Type
0.1792662499225522,0.18506638059779112,0.20551325141010068,0.1925618843540235,0.23394838059758133,0.16327153189589105,0.13300742983812663,0.5119560968041506,0.7111555009434523,0.1646215543875234,train
0.18002682869183967,0.18232098272685038,0.18516339105615987,0.1646215543875234,0.4201036967489799,0.15967547396091875,0.13399024446670726,0.339330042644038,0.5411514517805619,0.1629675279589084,train
0.14759368432601033,0.16442706380357297,0.1733540602655571,0.1629675279589084,0.35417200657988046,0.1595569746767017,0.1351951481456024,0.5067329514443611,0.46638646118915594,0.18279432362851805,train
0.16906619346936175,0.17640174028472666,0.19555219747294872,0.18279432362851805,0.25917926289903687,0.160030997568685,0.1372390977310195,0.650663415134795,0.6040753922109605,0.1878531575742221,train
0.18507786486049888,0.1863708074760938,0.20590222808479497,0.1878531575742221,0.21371808478150928,0.1588500225244578,0.13971327828556634,0.5506074739193729,0.6378063089759795,0.19516917104678738,train
0.18322533881051145,0.18726664622058076,0.20845101317462778,0.19516917104678738,0.1794714271732094,0.15939761490250193,0.14207587840699387,0.5648673675062728,0.6367579494351405,0.18656824588093707,train
0.18432738389951736,0.18521737909980618,0.2055224673439151,0.18656824588093707,0.2107976686758795,0.16400694345023448,0.1432732286575813,0.4630789693408014,0.5665162701170112,0.18953250699049357,train
0.16831655849496502,0.18160649061860434,0.19742930384303248,0.18953250699049357,0.18949713286589975,0.16958622250725974,0.14455893102773576,0.5369023345749718,0.599132968686007,0.18574895832388066,train
0.1867318031617154,0.18619310786831256,0.2069069065278466,0.18574895832388066,0.15109933426881372,0.1702067662486043,0.1449246400307067,0.49350490628818083,0.5717671829882737,0.20055199207911661,train
0.18256787467866237,0.19267281153058968,0.21228924818514772,0.20055199207911661,0.20069427603043177,0.1728738243071689,0.14656586408087235,0.6133692441042145,0.618354376055486,0.19600765011749138,train
0.18788514729378408,0.19072105071001155,0.21595541864857593,0.19600765011749138,0.15218388501717672,0.17304992490613302,0.14810026155655853,0.4891258019470948,0.6059498424508157,0.19616375744575548,train
0.18896036497936414,0.19025270760377166,0.2149804101802938,0.19616375744575548,0.11478681703521544,0.17506521114638884,0.14922483652026197,0.5187791662112153,0.6984664473578954,0.1845594523661726,train
0.17062357076225215,0.17809368825146388,0.19891159541718384,0.1845594523661726,0.2998494048642765,0.1740207510893368,0.14933504759865213,0.44409098351241505,0.5678422342925311,0.19356989868107094,train
0.17969427670861732,0.1875008971107115,0.20942268386244134,0.19356989868107094,0.15023251142752075,0.17566333506010645,0.15017386696994717,0.5760783133537398,0.5490105176614957,0.187094632924593,train
0.1848354952197208,0.1876568348890143,0.2059317960996525,0.187094632924593,0.16705275889624216,0.17283696873757215,0.1505343859494387,0.4764954467312645,0.5226630268494826,0.1729548407128893,train
0.17699640443203174,0.1794597562265099,0.1908965116937028,0.1729548407128893,0.2411313571373993,0.1679953290523396,0.14995101716700532,0.42668494681369795,0.5929499354532087,0.14395358179864587,train
0.13523989346063542,0.14770546831893205,0.1494177084107653,0.14395358179864587,0.4778751902883131,0.1570299471785127,0.14786712975921912,0.32660523692773147,0.46741261152397495,0.12425517919478052,train
0.14245336278427329,0.14448505044886517,0.14337224512471736,0.12425517919478052,0.49954167253365006,0.1443646118152041,0.14570127379168896,0.38145579005958297,0.2985227150277669,0.13316813507293884,train
0.11426367431845735,0.13540956665831627,0.14409373364363798,0.13316813507293884,0.416184594421719,0.13167880113545294,0.1430891603330151,0.5816363805089453,0.32136760220122634,0.09585842230306502,train
0.10364861215924942,0.11222326197027077,0.11768921281964395,0.09585842230306502,0.729362167118435,0.11251702131406405,0.13770615250843088,0.25468928759782816,0.20834175991056955,0.09554651422023713,train
0.05704401334530845,0.09740994669603309,0.08533700013460416,0.09554651422023713,1.0,0.09625942689524891,0.13235636421523655,0.5154341907437407,0.22085294864979627,0.1451822065605301,train
0.1059554204866145,0.14235771093215066,0.12697180913394213,0.1451822065605301,0.7824949318207548,0.09651746739265621,0.13128440628435634,0.8925046451810509,0.42446715650334965,0.1266736778028133,train
0.14777074351591007,0.1473541239386974,0.14272872898235278,0.1266736778028133,0.7264744613087032,0.09702540977112373,0.12928302841596018,0.3899609081911285,0.39413023205740294,0.15284703958945617,train
0.13363684162688388,0.1461831148717101,0.15702311471778163,0.15284703958945617,0.4701657824238891,0.10115844897675086,0.12763162380508042,0.7044794286816609,0.42987188546617694,0.1336948286902951,train
0.1318382488219088,0.13866895771645527,0.1536688588688705,0.1336948286902951,0.3893979286716221,0.10910499655348271,0.12464513214460793,0.3872325001180773,0.40258674274047207,0.12610804932550107,train
0.10540807229127441,0.12163058339802624,0.13381674312777803,0.12610804932550107,0.4880501367060374,0.11552364768663859,0.12083684506607695,0.4643368783790567,0.3891850136655457,0.08152377184736165,train
0.06973132429947687,0.0967854312686467,0.09826630084358612,0.08152377184736165,0.6428311681076659,0.10215385841724323,0.11504430212494676,0.199453324989819,0.34077201053455464,0.11891141565188729,train
0.09590736914450809,0.11308215629614893,0.1106884461606138,0.11891141565188729,0.6391134385395262,0.1005235982690117,0.11114999252044933,0.8076642355988533,0.4113929924439184,0.09958378328133438,train
0.09639619552224138,0.10289433014061089,0.11554430738979293,0.09958378328133438,0.563237818417481,0.08933704434493173,0.1063985243346558,0.37800256354550166,0.3940107961576497,0.04653476067508022,train
0.05446344022792288,0.08099595777681168,0.06901447519557063,0.04653476067508022,0.9794640673566324,0.07103135166932273,0.09790544143058344,0.12031189734378606,0.34873700241853467,0.10453746244778744,train
0.07195981240219934,0.1003569636795466,0.07866754176461693,0.10453746244778744,0.8574597746413942,0.06650101405936315,0.09286143512006939,1.0,0.49076913069558115,0.034793754382471065,train
0.027114345757052016,0.059683185384975856,0.05341350705247,0.034793754382471065,0.7340080513326762,0.0566865960819839,0.08396289304297178,0.0,0.4320055473334488,0.05556473573469656,train
0.037983600349958235,0.05681420284773997,0.050293346214251466,0.05556473573469656,0.7381796362563987,0.043382282753753665,0.0768496446580268,0.6947615234002574,0.45005017975699274,0.04349229261454146,train
